IBGE,LEITO.SUS_CIRÚRGICOS,LEITO.SUS_CLÍNICOS,LEITO.SUS_GINECO-OBSTÉTRICOS,LEITO.SUS_ISOLAMENTO,LEITO.SUS_OUTRAS ESPECIALIDADES (EXCETO COMPLEMENTARES),LEITO.SUS_PEDIÁTRICOS,LEITO.SUS_UCI,LEITO.SUS_UTI,EXSITENTE_CIRÚRGICOS,EXSITENTE_CLÍNICOS,EXSITENTE_GINECO-OBSTÉTRICOS,EXSITENTE_ISOLAMENTO,EXSITENTE_OUTRAS ESPECIALIDADES (EXCETO COMPLEMENTARES),EXSITENTE_PEDIÁTRICOS,EXSITENTE_UCI,EXSITENTE_UTI,Médico,Enfermeiro,Odontólogo,Out Prof Saude Sup,Tec Aux Enfermagem,Agente Combate Endemias,Out Tec Saude,QT_USO_Respirador/ventilador,QT_USO_Tomógrafo,QT_EXIST_Respirador/ventilador,QT_EXIST_Tomógrafo,30 dias-adulto_inf,30 dias-adulto_sup,30 dias-pediatrico_inf,30 dias-pediatrico_sup,30 dias-idoso_inf,30 dias-idoso_sup,30 dias-adulto_inf_uti,30 dias-adulto_sup_uti,30 dias-pediatrico_inf_uti,30 dias-pediatrico_sup_uti,30 dias-idoso_inf_uti,30 dias-idoso_sup_uti,60 dias-adulto_inf,60 dias-adulto_sup,60 dias-pediatrico_inf,60 dias-pediatrico_sup,60 dias-idoso_inf,60 dias-idoso_sup,60 dias-adulto_inf_uti,60 dias-adulto_sup_uti,60 dias-pediatrico_inf_uti,60 dias-pediatrico_sup_uti,60 dias-idoso_inf_uti,60 dias-idoso_sup_uti,90 dias-adulto_inf,90 dias-adulto_sup,90 dias-pediatrico_inf,90 dias-pediatrico_sup,90 dias-idoso_inf,90 dias-idoso_sup,90 dias-adulto_inf_uti,90 dias-adulto_sup_uti,90 dias-pediatrico_inf_uti,90 dias-pediatrico_sup_uti,90 dias-idoso_inf_uti,90 dias-idoso_sup_uti,Influenza -Leitos regulares Total_diarias,Influenza -Leitos regulares diarias_uti,Influenza -Leitos regulares diarias_uci,Influenza -UTI adulto Total_diarias,Influenza -UTI adulto diarias_uti,Influenza -UTI adulto diarias_uci,Influenza -UTI infantil-neonatal Total_diarias,Influenza -UTI infantil-neonatal diarias_uti,Influenza -UTI infantil-neonatal diarias_uci,Outras causas -Leitos regulares Total_diarias,Outras causas -Leitos regulares diarias_uti,Outras causas -Leitos regulares diarias_uci,Outras causas -UTI adulto Total_diarias,Outras causas -UTI adulto diarias_uti,Outras causas -UTI adulto diarias_uci,Outras causas -UTI infantil-neonatal Total_diarias,Outras causas -UTI infantil-neonatal diarias_uti,Outras causas -UTI infantil-neonatal diarias_uci
261260,11,14,10,0,0,8,0,0,11,14,10,0,0,8,0,0,4,"4,6",0,0,"20,25",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261280,0,7,3,0,0,3,0,0,0,7,3,0,0,3,0,0,"4,1","3,5",0,"0,15","11,25",0,"0,75",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0
261290,0,11,7,0,0,10,0,0,0,11,7,0,0,10,0,0,"3,7","4,2",0,"0,7",18,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
261300,10,15,8,0,0,13,0,0,10,15,8,0,0,13,0,0,7,"7,6",0,"5,05","33,4",1,"5,8",2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802,0,0,0,0,0,0,0,0,3026,0,0,0,0,0,0,0,0
261310,7,23,14,0,0,9,0,0,7,23,14,0,0,9,0,0,"8,8","3,3",0,"1,75","16,95",0,"0,6",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,0,0,0,0,0,0,0,0,1305,0,0,0,0,0,0,0,0
261320,10,19,7,0,0,7,0,0,10,19,7,0,0,7,0,0,"3,6","4,7",0,"3,8","25,6",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,0,0,0,0,0,0,0,0,967,0,0,0,0,0,0,0,0
261330,13,10,6,0,0,5,0,0,13,10,6,0,0,5,0,0,"5,2",6,0,"1,85","16,95",0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0
261340,0,10,6,0,0,6,0,0,0,10,6,0,0,6,0,0,"3,1","2,2","1,25","1,3","11,55",0,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261350,4,17,4,0,0,12,0,0,4,17,4,0,0,12,0,0,"5,6",4,"0,5","2,25","21,4","0,6","1,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,0,0,0,0,0,0,0,0,880,0,0,0,0,0,0,0,0
261360,10,25,11,0,0,19,0,0,12,27,14,0,0,20,0,0,"10,025","4,95","1,95","6,7","31,8",0,7,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,0,0,0,0,0,0,0,0,2166,0,0,0,0,0,0,0,0
261370,11,40,33,0,0,13,0,10,11,40,33,0,0,13,0,10,"38,9","32,1","1,1","12,9","65,35",0,"1,5",12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2034,0,0,78,2043,0,0,0,0,6945,0,0,6,1547,0,0,0,0
261380,7,15,3,0,0,4,0,0,7,15,3,0,0,4,0,0,"1,8","3,275",0,"0,6","17,45",0,"1,35",2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,0,0,0,0,0,0,0,0,940,0,0,0,0,0,0,0,0
261390,58,38,32,2,144,34,0,10,75,86,48,3,160,54,0,17,"88,9","53,25","5,4","29,5","171,1",0,"5,3",24,2,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5741,0,0,21,321,0,0,0,0,62596,0,0,251,3074,0,0,0,0
261400,2,18,6,0,0,6,0,0,2,18,6,0,0,6,0,0,"4,4","7,35","0,2","4,25","19,5",0,"2,35",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,0,0,0,0,0,0,0,0,891,0,0,0,0,0,0,0,0
261410,6,37,10,0,0,11,0,0,12,47,13,0,0,11,0,0,"9,25","4,2",0,4,"35,9",0,"0,5",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,0,0,0
261420,6,8,6,0,0,6,0,0,6,8,6,0,0,6,0,0,"12,25","1,5","4,95","0,8","26,4",0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,0,0,0,0,0,0,0,0,1902,0,0,0,0,0,0,0,0
261430,0,16,2,0,0,4,0,0,0,16,2,0,0,4,0,0,"1,5","4,9",0,"0,3","9,35",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0
261440,0,4,1,0,0,2,0,0,0,8,2,0,0,3,0,0,"1,025","4,2","1,25","2,475","12,6",0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
261450,15,91,21,0,40,8,0,0,17,92,23,0,40,8,0,0,"17,65","14,6",0,"9,1","101,3",0,"1,8",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2547,0,0,0,0,0,0,0,0,22270,0,0,0,0,0,0,0,0
261460,5,15,5,0,0,10,0,0,8,26,9,0,0,12,0,0,"3,2","4,45","0,5","2,25","9,5",0,"5,95",2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,0,0,0,0,0,0,0,0,814,0,0,0,0,0,0,0,0
261480,0,9,4,0,0,4,0,0,0,9,4,0,0,4,0,0,"4,95","5,6","0,5",5,"18,45",0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0
261485,1,6,6,0,0,3,0,0,1,6,6,0,0,3,0,0,"4,15","2,8",0,"3,45","26,3",1,"3,4",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,0,0,0,0,0,0,0,0,726,0,0,0,0,0,0,0,0
261500,6,27,5,0,0,18,0,0,6,27,5,0,0,18,0,0,"6,9","7,2",0,"2,2","21,6",0,"2,8",2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,0,0,0,0,0,0,0,0,494,0,0,0,0,0,0,0,0
261510,0,5,2,0,0,1,0,0,0,5,2,0,0,1,0,0,"3,7",5,0,2,"10,1",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,0,0,0,0,0,0,0,0,609,0,0,0,0,0,0,0,0
261520,0,5,3,0,0,3,0,0,0,5,3,0,0,3,0,0,"3,25","3,6",0,"1,25","9,15",2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0
261530,18,21,11,0,40,16,0,0,29,34,18,0,40,16,0,0,"5,45","4,35",0,"4,65","44,6",0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,12858,0,0,0,0,0,0,0,0
261540,5,12,5,0,0,6,0,0,5,12,5,0,0,6,0,0,"2,9","5,8",0,"4,25","14,8",0,"4,2",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473,0,0,0,0,0,0,0,0,893,0,0,0,0,0,0,0,0
261550,0,4,4,0,0,3,0,0,0,4,4,0,0,3,0,0,"1,9","4,2",1,1,"8,4",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261560,3,20,4,0,0,8,0,0,7,40,20,0,0,12,0,0,"4,2","6,4",0,"5,35","14,25",0,"0,6",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,0,0,0,0,0,0,0,0,785,0,0,0,0,0,0,0,0
261570,3,5,3,0,0,2,0,0,3,5,3,0,0,2,0,0,"5,6","3,6","1,7","3,75","12,6",0,"0,25",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0
261580,0,12,4,0,0,3,0,0,0,12,4,0,0,3,0,0,"2,325","2,4",0,"1,25","14,05",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0
261590,9,19,3,0,0,8,0,0,9,19,3,0,0,8,0,0,"3,25","4,35",0,"0,75","8,125",0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,0,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0
261600,4,10,6,0,0,4,0,0,4,10,6,0,0,4,0,0,"3,6","5,4",0,"0,5","25,6",0,"1,1",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,0,0,0,0,0,0,0,0,706,0,0,0,0,0,0,0,0
261610,0,3,4,0,0,8,0,0,0,3,4,0,0,8,0,0,"2,1","4,8",0,"1,75","8,8",0,"0,2",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0
261620,10,32,3,0,0,5,0,0,10,32,3,0,0,5,0,0,"8,7","4,35","0,6",3,"14,5",0,"1,2",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,0,0,0,0,0,0,0,0,3928,0,0,0,0,0,0,0,0
261630,12,31,10,0,0,24,0,0,12,31,10,0,0,24,0,0,"4,15","8,6",0,"4,3","26,4",0,"2,7",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261640,26,53,49,0,70,43,10,10,129,71,55,0,70,50,10,10,"111,925","102,7",0,"62,625","335,3","3,75","19,95",13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7597,0,0,0,0,0,0,88,0,33994,0,1321,0,0,0,120,2084,762
261650,0,7,4,0,0,3,0,0,0,7,4,0,0,3,0,0,"7,1","4,8",0,"2,4","8,1",0,"0,4",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
270010,0,13,4,0,0,8,0,0,0,13,4,0,0,8,0,0,"5,4","4,65",0,"3,45",21,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,0,0,0,0,0,0,0,0,1227,0,0,0,0,0,0,0,0
270020,0,10,8,0,0,7,0,0,0,10,8,0,0,7,0,0,"5,65","4,35",0,"2,25","10,85",0,"3,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270030,246,199,84,1,104,71,24,83,350,265,94,1,120,120,24,116,"260,7","170,85","14,8","127,075","474,7","5,1","26,35",51,5,52,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8361,0,191,686,1842,0,547,2136,0,118314,0,2961,6091,10496,0,852,4457,1670
270040,5,20,5,0,0,14,0,0,5,20,5,0,0,14,0,0,"6,15","11,5","0,5","7,55","19,4","2,5","0,75",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0
270070,18,4,10,0,0,3,0,0,18,4,10,0,0,3,0,0,"4,525","5,4",0,"1,25","10,4","2,8",0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,0,0,0,0,0,0,0,2787,0,0,0,0,0,0,0,0
270100,0,7,4,0,0,3,0,0,0,7,4,0,0,3,0,0,"2,8","3,6",0,2,"27,5","4,6",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,0,0,0,0,0,0,0,379,0,0,0,0,0,0,0,0
270120,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,"7,15","4,2",0,1,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270130,0,12,5,1,0,9,0,0,0,12,5,1,0,9,0,0,3,1,0,"0,5","12,25","1,5",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270140,0,20,10,0,0,10,0,0,0,20,10,0,0,10,0,0,"4,6","6,8",0,"2,5","28,6",2,"1,25",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,0,0,0,0,0,0,0,0,1797,0,0,0,0,0,0,0,0
270170,7,20,9,0,8,9,0,0,7,20,9,0,8,9,0,0,"8,675","3,45",0,"7,75","21,4",0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,0,0,0,0,0,0,0,0,1167,0,0,0,0,0,0,0,0
270210,0,18,8,0,0,7,0,0,0,18,8,0,0,7,0,0,"5,1","6,25",0,"1,5","10,1","0,3",2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0
270230,118,90,33,1,0,33,0,28,118,90,33,1,0,33,0,37,"54,375","21,5",0,"22,675","67,6",0,"1,5",23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2525,0,0,403,384,0,84,922,0,26263,0,0,1854,2619,0,318,3186,0
270235,0,5,3,0,0,0,0,0,0,5,3,0,0,0,0,0,"3,35","5,1",0,"0,55","10,35","0,6",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0
270240,6,14,12,2,0,12,0,0,6,14,12,2,0,12,0,0,"8,6","10,5",0,"5,75","49,15","3,75",3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,0,0,0,0,0,0,0,0,2935,0,0,0,0,0,0,0,0
270280,0,8,3,0,0,4,0,0,0,8,3,0,0,4,0,0,"4,5","5,35",0,"2,1","5,9",0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0
270290,0,20,15,0,0,13,0,0,0,20,15,0,0,13,0,0,"5,25","6,5","0,75","7,25","33,6",0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270310,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,"2,1","3,3",0,"0,5","8,5",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270375,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,"2,1","2,9",0,0,"9,75",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270380,4,23,5,0,0,18,0,0,4,23,5,0,0,18,0,0,"5,3",6,0,"2,7","25,75","4,5","0,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,0,0,0,0,0,0,0,0,736,0,0,0,0,0,0,0,0
270400,5,10,10,1,0,10,0,0,5,10,10,1,0,10,0,0,"5,7","5,85",0,1,"20,75","3,6","1,75",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0
270410,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,"4,95","6,6",0,"0,25",10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270420,0,9,2,0,0,3,0,0,0,9,2,0,0,3,0,0,"12,6",7,0,"3,75","22,5",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270430,487,500,337,12,510,230,85,149,716,750,412,15,594,277,121,264,"1704,275","865,3","36,2","755,35","2865,7","23,9","188,3",294,13,329,14,12,39,1,3,44,150,2,5,0,0,6,21,404,3480,32,263,1476,10279,56,478,4,36,203,1413,4331,4032,319,262,9672,4363,596,554,44,36,1330,600,26463,0,423,686,877,0,202,463,6,476641,38,10840,22349,17050,0,4801,12986,4075
270440,12,9,6,2,0,5,0,0,12,9,6,2,0,5,0,0,"3,9",4,0,"0,25","16,45",1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270450,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,"0,6","5,7",0,"0,2","10,1",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0
270470,0,6,4,0,0,4,0,0,0,6,4,0,0,4,0,0,"7,4","9,25",0,"0,5","19,55",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270500,0,16,8,0,0,12,0,0,0,16,8,0,0,12,0,0,"7,2","6,2","1,9","9,9","29,7","7,5",2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,0,0,0,0,0,0,0,0,803,0,0,0,0,0,0,0,0
270510,0,13,6,0,0,5,0,0,0,13,6,0,0,5,0,0,"0,75","4,75",0,"2,25","14,85",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0
270550,15,26,5,0,0,7,0,0,15,26,5,0,0,7,0,0,"5,55","9,35",0,"4,1","35,25",0,"1,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,0,0,0,0,0,0,0,0,1826,0,0,0,0,0,0,0,0
270570,8,14,7,0,0,17,0,0,8,14,8,0,0,17,0,0,"1,8","4,25",0,"1,25","15,5",0,"2,25",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270630,30,39,26,1,0,15,2,16,33,43,33,1,0,17,2,16,"32,8","25,6","0,15","7,45","130,5","2,7","4,575",21,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2682,0,0,414,642,0,53,52,0,21504,0,0,1347,1836,0,650,1867,0
270640,10,18,12,0,0,12,0,0,10,18,12,0,0,12,0,0,"6,95","9,6","0,3","8,7","46,85",1,"5,2",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,0,0,0,0,0,0,0,0,1309,0,0,0,0,0,0,0,0
270660,0,9,3,0,0,4,0,0,0,9,3,0,0,4,0,0,"4,675",1,0,"1,15","11,15","1,8",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0
270670,29,24,24,0,0,18,11,0,35,29,27,0,0,18,11,0,"30,6","19,6","0,15","2,8","83,5",1,"7,5",2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925,0,64,0,0,0,0,0,0,12629,0,1088,0,0,0,0,0,0
270690,18,12,7,0,0,6,0,0,18,12,7,0,0,6,0,0,"6,9","9,7",0,"3,85","19,05",0,"2,725",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805,0,0,0,0,0,0,0,0,4189,0,0,0,0,0,0,0,0
270710,8,13,8,0,0,10,0,0,8,13,8,0,0,10,0,0,"1,6","4,25",0,"3,35",25,"0,75",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,0,0,0,0,0,0,0,0,1907,0,0,0,0,0,0,0,0
270730,6,17,10,0,0,8,0,0,6,17,10,0,0,8,0,0,"4,3","6,55","0,2","0,9","22,6",0,"1,1",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,0,0,0,0,0,0,0,0,957,0,0,0,0,0,0,0,0
270760,6,10,5,0,0,7,0,0,6,10,5,0,0,7,0,0,"4,95",5,0,"0,5","14,1",0,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0
270770,5,20,11,0,0,5,8,0,5,20,11,0,0,5,8,0,"24,2","9,45",0,"14,1","15,45","0,75","4,25",4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360,0,0,0,0,0,0,0,0,5029,0,763,0,0,0,0,0,0
270800,31,13,24,4,0,16,10,20,32,15,27,4,0,16,16,20,"28,75","50,9","0,3","26,15","180,9",0,"7,5",14,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2162,0,13,271,924,0,0,0,0,19163,0,2189,561,1275,0,0,0,0
270820,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,"2,9",4,0,"0,1",8,2,"0,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270830,2,30,7,0,0,11,0,0,2,30,7,0,0,11,0,0,11,"9,15","4,25","7,2",33,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,0,0,0,0,0,0,0,0,880,0,0,0,0,0,0,0,0
270840,2,8,5,0,0,5,0,0,2,8,5,0,0,5,0,0,"5,5","1,5","3,25","2,025","17,85",1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,0,0,0,0,0,0,0,0,1180,0,0,0,0,0,0,0,0
270850,0,13,7,2,0,7,0,0,0,13,7,2,0,7,0,0,"2,05","2,95",0,"1,5","14,55","0,6",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0,0,0,0,0,0,0,0,658,0,0,0,0,0,0,0,0
270860,30,41,22,0,0,18,10,15,32,43,26,0,0,18,10,15,"58,6","25,9","0,4","15,375","136,05","2,75","3,95",9,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1655,0,0,375,175,0,0,14,2,18845,0,1092,2336,1809,0,130,1515,547
270880,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,"2,75","4,35",0,0,"13,5",8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270910,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"1,1",4,0,0,"10,75",2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270915,7,14,12,0,5,12,0,0,7,14,12,0,5,12,0,0,"7,85","14,6","0,5","10,75","45,5","0,9","4,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976,0,0,0,0,0,0,0,0,2286,0,0,0,0,0,0,0,0
270920,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,"3,7","6,1",0,"5,9","16,4",0,"1,05",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270930,20,11,23,0,0,6,0,0,20,15,23,0,0,6,0,0,"15,35","3,15",0,"7,375","37,1",0,"1,9",2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743,0,0,0,0,0,0,0,0,6963,0,0,0,0,0,0,0,0
270940,5,20,5,0,0,10,0,0,5,20,5,0,0,10,0,0,"7,05","3,6",0,"2,25","14,15","2,7",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597,0,0,0,0,0,0,0,0,1793,0,0,0,0,0,0,0,0
280020,0,22,0,0,0,10,0,0,0,22,0,0,0,10,1,0,"4,775","4,65",0,"1,9","13,5",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,0,0,0,0,0,0,0,0,2168,0,0,0,0,0,0,0,0
280030,532,408,142,11,98,134,86,220,779,616,277,21,182,200,101,340,"1612,375","760,075","71,75","611,15","2851,75","41,7","188,65",331,7,347,8,12,38,1,3,44,148,2,5,0,0,6,20,380,2750,31,206,1377,7764,52,378,4,28,189,1068,2936,2400,207,139,6360,2762,404,330,28,19,875,380,18933,0,59,952,1687,0,820,1511,54,296228,22,10721,26955,30507,0,3220,23988,9422
