IBGE,LEITO.SUS_CIRÚRGICOS,LEITO.SUS_CLÍNICOS,LEITO.SUS_GINECO-OBSTÉTRICOS,LEITO.SUS_ISOLAMENTO,LEITO.SUS_OUTRAS ESPECIALIDADES (EXCETO COMPLEMENTARES),LEITO.SUS_PEDIÁTRICOS,LEITO.SUS_UCI,LEITO.SUS_UTI,EXSITENTE_CIRÚRGICOS,EXSITENTE_CLÍNICOS,EXSITENTE_GINECO-OBSTÉTRICOS,EXSITENTE_ISOLAMENTO,EXSITENTE_OUTRAS ESPECIALIDADES (EXCETO COMPLEMENTARES),EXSITENTE_PEDIÁTRICOS,EXSITENTE_UCI,EXSITENTE_UTI,Médico,Enfermeiro,Odontólogo,Out Prof Saude Sup,Tec Aux Enfermagem,Agente Combate Endemias,Out Tec Saude,QT_USO_Respirador/ventilador,QT_USO_Tomógrafo,QT_EXIST_Respirador/ventilador,QT_EXIST_Tomógrafo,30 dias-adulto_inf,30 dias-adulto_sup,30 dias-pediatrico_inf,30 dias-pediatrico_sup,30 dias-idoso_inf,30 dias-idoso_sup,30 dias-adulto_inf_uti,30 dias-adulto_sup_uti,30 dias-pediatrico_inf_uti,30 dias-pediatrico_sup_uti,30 dias-idoso_inf_uti,30 dias-idoso_sup_uti,60 dias-adulto_inf,60 dias-adulto_sup,60 dias-pediatrico_inf,60 dias-pediatrico_sup,60 dias-idoso_inf,60 dias-idoso_sup,60 dias-adulto_inf_uti,60 dias-adulto_sup_uti,60 dias-pediatrico_inf_uti,60 dias-pediatrico_sup_uti,60 dias-idoso_inf_uti,60 dias-idoso_sup_uti,90 dias-adulto_inf,90 dias-adulto_sup,90 dias-pediatrico_inf,90 dias-pediatrico_sup,90 dias-idoso_inf,90 dias-idoso_sup,90 dias-adulto_inf_uti,90 dias-adulto_sup_uti,90 dias-pediatrico_inf_uti,90 dias-pediatrico_sup_uti,90 dias-idoso_inf_uti,90 dias-idoso_sup_uti,Influenza -Leitos regulares Total_diarias,Influenza -Leitos regulares diarias_uti,Influenza -Leitos regulares diarias_uci,Influenza -UTI adulto Total_diarias,Influenza -UTI adulto diarias_uti,Influenza -UTI adulto diarias_uci,Influenza -UTI infantil-neonatal Total_diarias,Influenza -UTI infantil-neonatal diarias_uti,Influenza -UTI infantil-neonatal diarias_uci,Outras causas -Leitos regulares Total_diarias,Outras causas -Leitos regulares diarias_uti,Outras causas -Leitos regulares diarias_uci,Outras causas -UTI adulto Total_diarias,Outras causas -UTI adulto diarias_uti,Outras causas -UTI adulto diarias_uci,Outras causas -UTI infantil-neonatal Total_diarias,Outras causas -UTI infantil-neonatal diarias_uti,Outras causas -UTI infantil-neonatal diarias_uci
315780,1,40,0,0,0,2,0,0,1,40,0,0,0,2,0,0,"25,35","5,5",0,"4,35",27,0,"0,75",10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3144,0,0,0,0,0,0,0,0,8604,0,0,0,0,0,0,0,0
315790,7,10,6,1,0,8,0,0,7,10,6,1,0,8,0,0,"4,675",5,0,"1,375",15,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,0,0,0,0,0,0,0,0,2448,0,0,0,0,0,0,0,0
315800,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315810,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,"1,8",2,1,2,5,7,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315820,3,24,6,0,0,5,0,0,5,25,6,0,0,5,0,0,"7,45","5,55",0,"3,45","14,1","2,3","1,2",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2375,0,0,0,0,0,0,0,0,5464,0,0,0,0,0,0,0,0
315920,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315930,0,11,2,0,0,2,0,0,0,14,2,0,0,2,0,0,"4,425","4,4",0,"1,65","6,6",0,"1,2",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,0,0,0,0,0,0,0,0,592,0,0,0,0,0,0,0,0
315960,8,16,8,0,0,2,0,0,15,18,13,0,0,2,0,0,"7,525",17,0,"2,425","42,3",0,0,3,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774,0,0,0,0,0,0,0,0,5127,0,0,0,0,0,0,0,0
315980,4,13,4,0,0,4,0,0,4,19,5,0,0,4,0,0,"6,9",1,0,"1,25","7,05",0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633,0,0,0,0,0,0,0,0,1882,0,0,0,0,0,0,0,0
315990,15,10,6,0,0,6,0,8,17,11,6,0,0,6,0,9,"23,275","12,025",0,"7,85","61,3",0,"8,3",9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669,0,0,145,489,0,0,0,0,4764,0,0,879,1887,0,0,0,0
316030,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,"1,15",1,0,"2,25",7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316040,8,18,9,0,0,6,0,0,11,21,11,0,0,7,0,0,"14,7",14,0,"3,55","34,8",0,"4,6",5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204,0,0,0,0,0,0,0,0,5835,0,0,0,0,0,0,0,0
316070,10,35,6,0,0,3,0,6,13,43,7,0,0,12,0,6,"16,125","12,925",0,"5,75","50,6",0,"11,5",4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1272,0,0,199,561,0,0,0,0,7098,0,0,591,998,0,0,0,0
316100,6,20,4,1,0,3,0,0,7,23,5,1,0,4,0,0,"9,85","3,3",0,"1,675","13,1",0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733,0,0,0,0,0,0,0,0,2358,0,0,0,0,0,0,0,0
316110,9,19,14,0,0,12,0,0,9,19,14,0,0,12,0,0,9,"16,1",0,"13,15","59,25",0,"8,3",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1506,0,0,0,0,0,0,0,0,10241,0,0,0,0,0,0,0,0
316200,6,12,6,1,0,4,0,0,11,18,10,1,0,8,0,0,"3,15","1,1","0,3","0,8",12,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123,0,0,0,0,0,0,0,0,3134,0,0,0,0,0,0,0,0
316210,6,8,11,0,0,1,0,0,8,18,15,0,0,3,0,0,"6,05","10,75",0,"4,1",17,0,"5,85",3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831,0,0,0,0,0,0,0,0,4023,0,0,0,0,0,0,0,0
316220,6,3,3,4,1,4,0,0,6,9,3,4,1,4,0,0,"7,05","6,95",0,"3,95","15,675",0,"1,1",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0
316240,8,15,6,0,0,8,0,0,8,15,6,0,0,8,0,0,"6,75","2,7",0,"3,85","20,7",0,"2,75",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,0,0,0,0,0,0,0,0,4346,0,0,0,0,0,0,0,0
316250,35,67,9,4,0,20,4,30,67,102,18,4,0,32,6,30,"74,45","41,3","0,5","28,425","317,8","1,1","8,6",30,2,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3146,0,0,562,846,0,127,114,0,21187,1,0,2439,5518,0,328,2607,0
316270,6,28,8,1,0,6,0,0,6,30,8,1,0,6,0,0,"3,7","5,5",0,"2,75","21,8",0,"2,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267,0,0,0,0,0,0,0,0,3294,0,0,0,0,0,0,0,0
316280,10,20,8,0,0,12,0,0,10,22,8,0,0,12,0,0,"11,125","5,3",0,2,"17,6",0,"1,2",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2914,0,0,0,0,0,0,0,0,8835,0,0,0,0,0,0,0,0
316290,4,20,9,0,0,2,0,0,6,28,10,0,0,3,0,0,"3,85","12,4",0,"8,85","23,3","5,2","4,35",1,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130,0,0,0,0,0,0,0,0,4210,0,0,0,0,0,0,0,0
316370,16,24,12,0,0,5,0,20,23,30,19,0,0,6,0,22,"58,325","41,6","0,1","15,55","178,25","2,1","2,4",29,1,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1844,0,0,39,147,0,2,63,0,16559,0,0,816,3367,0,90,3286,0
316390,0,6,1,0,0,2,0,0,0,6,1,0,0,2,0,0,"5,225","3,75",0,"1,25","4,4",0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
316420,0,8,5,0,0,5,0,0,0,8,5,0,0,5,0,0,"2,95",5,0,"1,25",10,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0
316430,0,2,0,0,0,2,0,0,0,8,0,0,0,2,0,0,"0,575",4,0,"1,35",10,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0
316470,19,64,16,0,160,6,0,30,25,94,21,0,183,6,0,37,"84,75","64,275","0,45","35,4","100,45","1,1",4,24,1,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3685,0,0,725,1213,0,53,159,0,84847,0,0,4941,4997,0,490,2009,0
316500,4,16,4,0,0,6,0,0,5,28,4,0,0,8,0,0,"0,975","4,9",0,"0,875","14,3",0,"0,5",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613,0,0,0,0,0,0,0,0,2225,0,0,0,0,0,0,0,0
316510,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"1,2","0,5",0,1,2,0,"0,25",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316530,6,11,3,1,0,3,0,0,7,15,4,1,0,4,0,0,3,"2,1",0,"1,25","9,8",0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,0,0,0,0,0,0,0,0,1030,0,0,0,0,0,0,0,0
316570,0,6,0,0,0,0,0,0,0,20,0,0,0,0,0,0,"2,825","4,8",0,"2,625","9,9",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,0,0,0,0,0,0,0,0,799,0,0,0,0,0,0,0,0
316680,4,5,0,0,0,4,0,0,4,5,0,0,0,4,0,0,"5,875",6,0,"1,75","15,7",0,"0,5",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0
316690,2,6,3,0,0,2,0,0,2,7,3,0,0,2,0,0,"0,525","6,25",0,"1,5","13,1",0,"0,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,0,0,0,0,0,0,0,0,505,0,0,0,0,0,0,0,0
316710,10,12,6,0,0,9,0,0,18,16,8,0,0,14,0,0,"12,275","6,7",0,"4,45","38,3",0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117,0,0,0,0,0,0,0,0,6136,0,0,0,0,0,0,0,0
316720,62,87,31,2,4,32,0,32,127,114,52,2,4,47,0,38,"143,3","115,85","6,3","50,775","561,75","1,1",40,65,2,68,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5600,0,0,299,442,0,110,85,0,56601,6,0,5956,6966,0,1109,1975,0
316800,21,38,7,0,0,8,2,18,22,40,10,0,0,9,2,18,"18,075",24,"0,2","14,3","121,65",0,"10,5",10,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3638,0,0,595,870,0,2,11,0,17864,0,0,1779,2573,0,171,1866,292
316840,21,19,4,0,0,5,0,0,21,22,4,0,0,5,0,0,"10,175","5,3",0,"1,325","13,2",0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888,0,0,0,0,0,0,0,0,4011,0,0,0,0,0,0,0,0
316850,0,12,0,0,0,3,0,0,0,12,0,0,0,3,0,0,"2,325","6,2",0,"4,75","18,5",0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316860,128,74,21,0,0,28,0,35,162,105,26,1,0,28,0,45,"95,75","141,1","1,2","50,8","572,75","1,1","64,025",60,3,60,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1716,0,0,226,414,0,137,73,0,61884,250,0,3589,4690,0,2764,2620,0
316870,15,12,6,0,0,6,0,8,23,22,11,0,0,9,0,8,"57,875","37,8","0,25","8,175","143,175",0,19,23,1,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061,0,0,124,247,0,0,0,0,10207,0,0,1111,2366,0,0,0,0
316890,0,11,0,0,0,3,0,0,0,11,0,0,0,3,0,0,"1,8","1,5",0,"1,25","10,75",0,"1,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0
316920,4,21,1,1,0,4,0,0,8,34,2,1,0,6,0,0,"0,225",0,0,0,0,0,"0,5",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316930,16,54,17,0,0,14,0,15,25,81,20,0,0,16,0,16,"49,25","39,85","2,25","41,6","222,45","1,85",7,20,2,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2596,0,0,222,1113,0,5,19,0,22100,0,0,975,2094,0,177,1277,0
316935,2,11,5,1,0,5,0,0,4,14,8,1,0,6,0,0,"8,225","6,3",0,"2,125","36,25",0,"1,5",4,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1058,0,0,0,0,0,0,0,0,4443,0,0,0,0,0,0,0,0
316940,20,34,10,0,0,3,0,10,38,63,20,0,0,5,0,10,"24,35","22,85","0,6",17,"106,3",0,"1,8",15,2,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990,0,0,49,98,0,0,0,0,12394,0,0,1185,2881,0,0,0,0
316970,5,15,6,3,0,13,0,0,5,28,7,3,0,16,0,0,"10,375",6,0,"3,2","29,75",0,"3,8",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333,0,0,0,0,0,0,0,0,7862,0,0,0,0,0,0,0,0
316990,47,101,19,4,0,21,0,34,75,132,38,7,0,37,0,37,"158,4","92,575","6,225","67,225","402,5","1,1","27,95",31,3,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4041,0,0,695,1144,0,98,192,0,34187,131,0,4221,6160,0,494,3005,0
317010,164,170,51,7,124,84,6,74,253,252,94,8,164,104,9,121,"872,7","435,275","41,2","375,85","1302,175",0,"71,25",191,6,194,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9667,0,0,523,548,0,168,147,0,122423,68,0,11119,8308,0,4526,6338,96
317020,248,359,89,5,3,110,37,137,454,490,122,13,15,135,37,270,"1628,3","550,25","135,35","455,775","2087,9","13,55","181,85",334,7,338,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13129,36,1,1611,1601,0,253,226,0,196216,3944,3437,28030,24033,0,4711,9062,2448
317040,18,15,19,2,0,12,0,0,33,27,30,2,0,19,0,0,"18,825","15,5","0,725","14,75","86,25",2,10,7,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1686,0,0,0,0,0,0,0,0,16873,0,0,0,0,0,0,0,0
317043,8,16,2,0,0,6,0,0,9,17,2,0,0,6,0,0,3,"3,3",0,"2,9","4,15",0,"0,5",7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,0,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0
317052,8,11,6,0,0,5,0,0,8,11,6,0,0,5,0,0,"5,175","5,125",0,4,19,0,2,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0,1201,0,0,0,0,0,0,0,0
317070,61,71,22,0,0,9,0,44,113,111,47,0,0,25,4,56,"140,65","76,525","4,175","65,125","417,025",0,"36,9",37,3,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4857,49,0,389,1194,0,19,38,0,30903,473,0,6192,10708,0,433,2844,0
317080,10,18,0,0,2,5,0,0,18,22,8,0,2,9,0,0,"4,1","8,25",0,"3,95","30,05",0,3,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,0,0,0,0,0,0,0,0,4364,0,0,0,0,0,0,0,0
317090,0,13,6,0,0,4,0,0,0,13,6,0,0,4,0,0,"2,9",1,0,1,"7,5",0,"0,75",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,0,0,0,0,0,0,0,0,1191,0,0,0,0,0,0,0,0
317100,5,14,4,0,0,4,0,0,5,14,4,0,0,4,0,0,"13,85",9,0,6,19,0,"2,2",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589,0,0,0,0,0,0,0,0,1012,0,0,0,0,0,0,0,0
317120,19,29,9,1,0,4,0,0,20,33,12,1,0,6,0,0,"31,2","5,05","0,6","3,1","32,55",0,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1743,0,0,0,0,0,0,0,0,5245,0,0,0,0,0,0,0,0
317130,38,49,13,2,2,19,0,19,73,83,21,2,3,21,0,25,"56,6","40,025","0,725","28,025","241,725",0,"5,275",22,1,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,0,0,308,482,0,21,12,0,22911,0,0,2030,3195,0,236,2451,0
317160,4,19,9,0,0,7,0,0,4,19,9,0,0,7,0,0,"2,1","4,5",0,"2,25","18,3",0,"1,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,0,0,0,0,0,0,0,0,772,0,0,0,0,0,0,0,0
317170,2,14,2,1,1,6,0,0,2,16,2,1,1,6,0,0,"0,25",3,0,"0,5","9,7",0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,0,0,0,0,0,0,0,0,1018,0,0,0,0,0,0,0,0
317180,8,26,6,0,0,8,0,0,8,27,6,0,0,8,0,0,"7,45","2,9",0,"0,625","18,8",0,"0,6",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112,0,0,0,0,0,0,0,0,2725,0,0,0,0,0,0,0,0
317200,8,31,6,0,0,7,0,10,17,41,13,0,0,11,0,10,"14,75","12,25",1,"5,075","56,3",0,"3,9",10,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1903,0,0,107,611,0,0,0,0,10516,0,0,657,2882,0,0,0,0
320010,5,30,10,0,0,7,0,0,5,32,14,0,0,7,0,0,"14,25","7,3",0,4,"32,4",0,"1,2",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905,0,0,0,0,0,0,0,0,4130,0,0,0,0,0,0,0,0
320020,15,19,8,1,0,1,0,0,16,22,10,1,0,2,0,0,"6,2","5,25",0,"3,4","39,5",0,1,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581,0,0,0,0,0,0,0,0,2930,0,0,0,0,0,0,0,0
320040,9,25,12,1,0,7,0,0,10,25,13,1,0,7,0,0,"18,725","5,2",0,"3,5","36,2","1,05","2,2",2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562,0,0,0,0,0,0,0,0,2062,0,0,0,0,0,0,0,0
320050,0,14,2,0,0,0,0,0,0,14,2,0,0,0,0,0,"3,35","1,5",0,"2,25","6,35",0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320060,18,34,19,0,0,22,0,8,25,52,21,0,0,23,0,10,"23,625","24,3","0,25","6,1","114,2",0,1,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780,0,0,434,539,0,0,0,0,11680,0,0,1118,1652,0,0,0,0
320070,0,8,0,0,0,2,0,0,0,8,0,0,0,2,0,0,"2,425","4,75",0,"1,25","3,75",0,"1,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,0,0,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0
320080,5,19,15,1,0,12,0,0,5,19,15,1,0,12,2,0,"25,1",8,0,"13,75","48,2",0,"7,15",8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,0,0,0,0,0,0,0,0,6074,0,0,0,0,0,0,0,0
320090,22,11,11,1,0,17,0,0,25,23,14,1,0,24,0,10,"42,8","18,75",0,"14,75",103,1,"6,1",13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,05","3,1",0,"1,775","10,5",0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,0,0,0,0,0,0,0,0,2040,0,0,0,0,0,0,0,0
320120,100,127,28,2,36,60,0,69,165,208,37,3,37,70,21,119,"227,125","194,525","2,275","150,675","783,3","2,8","51,575",125,3,141,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6655,0,0,305,489,0,414,781,0,100758,17,0,12195,14560,0,3710,7391,0
320130,15,48,41,0,76,4,0,6,92,100,49,2,76,8,0,56,"115,9","32,3","2,825",28,"170,225",0,0,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916,0,0,2,13,0,0,0,0,46438,0,0,975,920,0,0,0,0
320140,4,14,8,0,0,5,0,0,9,27,12,0,0,7,0,0,"14,45","8,9","0,05","5,2","42,3",0,"6,2",8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1386,0,0,0,0,0,0,0,0,6822,0,0,0,0,0,0,0,0
320150,98,151,48,5,0,38,0,55,133,245,62,9,0,43,0,90,"250,25","104,6","1,85","62,975","447,95",0,"22,55",63,6,66,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2029,0,0,264,740,0,0,24,0,44127,0,0,5639,8307,0,554,4194,0
320160,4,12,0,0,0,0,0,0,4,12,0,0,0,0,0,0,"3,25",3,0,"2,55","11,25",0,"1,5",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320170,3,8,4,1,0,5,0,0,3,8,4,1,0,5,0,0,"5,2",2,0,"2,3",7,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,0,0,0,0,0,0,0,0,652,0,0,0,0,0,0,0,0
320190,9,60,17,0,0,7,0,0,9,69,17,0,0,7,0,0,"41,925","11,85",0,"10,55",63,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847,0,0,0,0,0,0,0,0,8624,0,0,0,0,0,0,0,0
320210,6,6,10,0,0,24,0,0,6,16,10,0,0,24,0,0,"2,875","3,1",0,"2,375","10,2",0,"1,1",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177,0,0,0,0,0,0,0,0,2099,0,0,0,0,0,0,0,0
320230,10,38,19,0,0,9,0,10,19,44,19,0,0,9,0,20,"11,4",10,"0,5","8,35","34,3",0,3,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681,0,0,393,1018,0,0,0,0,10902,0,0,768,2192,0,0,0,0
320240,3,5,24,0,0,27,0,0,3,5,24,0,0,27,0,10,"13,725","17,65",0,"9,55","15,3",0,"2,7",10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2336,0,0,0,0,0,0,0,0,8938,0,0,0,0,0,0,0,0
320245,6,16,6,0,0,13,3,0,6,19,9,0,0,16,3,0,"9,15",1,0,"1,675",2,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694,0,0,0,0,0,0,0,0,3482,0,0,0,0,0,0,0,0
320260,6,10,4,2,0,6,0,0,6,12,4,2,0,6,0,0,"0,875","2,5",0,0,"7,325",0,"1,2",0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320270,6,26,7,6,0,8,0,0,6,28,9,6,0,8,0,0,"3,025",1,0,0,"11,55",0,"1,2",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0
320280,42,44,27,0,0,7,0,0,44,48,27,0,0,7,0,0,"13,75","23,35","2,25","15,7","100,1",0,"12,2",3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3065,0,0,0,0,0,0,0,0,12934,0,0,0,0,0,0,0,0
320290,1,27,2,1,0,5,0,0,1,30,2,1,0,5,0,0,"5,65","0,5",0,"1,15","11,45",0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,0,0,0,0,0,0,0,0,643,0,0,0,0,0,0,0,0
320300,8,27,6,0,0,15,0,0,10,29,11,0,0,16,0,0,"3,05",9,0,"2,45",26,0,"1,8",3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1091,0,0,0,0,0,0,0,0,5363,0,0,0,0,0,0,0,0
320305,1,9,8,0,0,4,0,0,1,9,8,0,0,4,0,0,"14,625",7,0,"2,625",24,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,0,0,0,0,0,0,0,0,1458,0,0,0,0,0,0,0,0
320310,13,11,1,1,0,1,0,0,13,11,1,1,0,1,0,0,"37,9",10,2,"6,75",33,0,10,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,0,0,0,0,0,0,0,0,5204,0,0,0,0,0,0,0,0
